,Tweet,Treatment
713,"b'@doggintrump @teapainusa @kayleighmcenany faked cancer so she can get a free breast enhancement and calls herself a \xe2\x80\x9cprevivor\xe2\x80\x9d while real women suffer breast cancer and endure chemo, radiation treatments, and disfigurstuon. why should we take anything she says with a scintilla of seriousness?'",chemotherapy
714,"b'@ritawilson @spotify i created a playlist on @spotify called go the distance with inspirational songs during my breast cancer journey when i worked from home, which is sort of isolation. go the distance playlist created by moi, sabereen rahman. \xf0\x9f\xa4\x97'",cisplatin
715,"b""i'm 73 and active. however i am a breast and lung cancer survivor who after two rounds of chemotherapy my immune system is obviously somewhat compromised. i have had a lobectomy, an ongoing lung abscess for which i take prophylactic antibiotics and copd. should i stay home?""",chemotherapy
716,"b'@glamandgore still having to pay off medical bills from breast cancer treatment that went on for the last 2 years. fuck cancer, my dudes.\nvenmo: @jessica-trojan'",trovan
717,"b""@runawaygirl248 i'm terrified that my breast cancer will come back because of not being able to tolerate the tamoxifen. i so know how you feel jo. if you need a shoulder drop me a dm. we can talk it  out anytime you want \xf0\x9f\x92\x9c\xf0\x9f\x92\x97\xf0\x9f\x8e\x97\xef\xb8\x8f\xf0\x9f\x8e\x97\xef\xb8\x8f\xf0\x9f\x8e\x97\xef\xb8\x8f\xf0\x9f\x8e\x97\xef\xb8\x8f\xf0\x9f\x8e\x97\xef\xb8\x8f\xf0\x9f\x8e\x97\xef\xb8\x8f\xf0\x9f\x8e\x97\xef\xb8\x8f\xf0\x9f\x8e\x97\xef\xb8\x8f\xf0\x9f\x8e\x97\xef\xb8\x8f\xf0\x9f\x8e\x97\xef\xb8\x8f""",tamoxifen
718,b'our body is made is #stemcells and the only help is also stemcells. thanks god there is now #oralstemcells that can help #alzheimers #dementia #lupus #lupuswarrior #chronicillness #chronicpain #breastcancer #prostatecancer +639175110518 get your therapy now',monotherapy
719,i think they fighting the nipple ban with breast cancer awareness....,knippex
720,"b'@kayleebwrites i hear you. two time breast cancer survivor here; immune system is crap. hanging on the home front and making hubby stay too. gonna miss my grandkids bday party this weekend. i live in fort lauderdale, 10-minutes from port everglades\xe2\x80\x94broward county's coronavirus haven.'",halaven
721,"b""for example, i noticed after my breast cancer treatment that i started to put on a shirt before panties\n\ni'll make a larger, more deep survey sooner or later, and maybe even here on twitter\n\nthanks again all \xe2\x9d\xa4""",stearate
722,"b'@glamandgore my moms been struggling with her bills for a while.. i haven't been able to work at the moment.. we've been behind on a number of bills at times because of a lot of family struggles.. my mom was a breast cancer patient as it is, and sometimes gets sick easy.. i love what u do!'",halaven
723,"b""#todayanswers @sruhle i flew yesterday raleigh-durham to seattle to vancouver, bc to prince george, bc. i'm 66 yrs old. should i meet my four over 70 yrs old friends today for coffee? one just had shingles, the other is on tamoxifen for breast cancer? or isolate for a while?""",tamoxifen
724,"we haven't been through #breastcancer to be panicking about a virus, no matter if it's crowned or not!",halaven
725,"b""@newday @yaletung thinking about my wife's adjuvant treatment for breast cancer in april, if it will be postponed due to the #coronavirus  makes me think how many people have to delay their cancer treatments or those who don't have a much of a choice, rolling the bones""",neoadjuvant
726,"b""@newday @yaletung thinking about my wife's adjuvant treatment for breast cancer in april, if it will be postponed due to the #coronavirus  makes me think how many people have to delay their cancer treatments or those who don't have a much of a choice, rolling the bones""",chemotherapy
727,b'@bethvaughan15 @10downingstreet @borisjohnson @who i had chemotherapy on wednesday for breast cancer and my tweet was written in terror - not for any political reason.',chemotherapy
728,b'@shushitssusan @folkypunkcas radiotherapy for breast cancer is much easier than chemo and your immune system is not as affected. i had my 8th radio today and was told that my bloods are good- immune system recovering well after chemo. i wish i could say the same about my eyebrows.',chemotherapy
729,b'@shushitssusan @folkypunkcas radiotherapy for breast cancer is much easier than chemo and your immune system is not as affected. i had my 8th radio today and was told that my bloods are good- immune system recovering well after chemo. i wish i could say the same about my eyebrows.',chemotherapy
730,b'@shushitssusan @folkypunkcas radiotherapy for breast cancer is much easier than chemo and your immune system is not as affected. i had my 8th radio today and was told that my bloods are good- immune system recovering well after chemo. i wish i could say the same about my eyebrows.',chemotherapy
731,"b""my mom has breast cancer so she's way more likely to get the virus and honestly i haven't been able to stop freaking out about how my family will cope #ohiocoronavirus""",halaven
732,b'so instagram really just lets people post pictures of naked tits if they include the hashtags #breastcancer or #breastcancerwalk or really just anything related to breast cancer and its fucking hilarious',intragam
733,b'@jamiedeeds10 @10downingstreet @borisjohnson @who it is actually yours... i had chemotherapy for breast cancer on wednesday and posted my tweet in terror. not for any political gain. #bekind',chemotherapy
734,b'@ohnoshetwitnt my mom takes a chemo pill daily for the breast cancer she survived last year. she also has underlying health concerns. she's listening to these fools and believing the virus to be liberal hype. their rhetoric is irresponsible and dangerous.  i'm so fed up!!',chemotherapy
735,"b""my parents separated on 2011, my mother died bc of breast cancer on 2018, but amidst of what happened in my life before, im still thankful &amp; grateful to god for giving me siblings, grandparents, aunts, and a father who made me feel loved &amp; cared all the time.\n\nlife's still good\xf0\x9f\x92\x93""",stearate
736,b'do they know this runs in my family? do they know my granny had breast cancer and hers started in her lymph node? do you realize having to go back every six months means they're concerned? so don't tell me not to be concerned when these are the starting stages.',stearate
737,"b""@stevendbt oh, and if your wife needed chemo in my province, she'd be stuck on a wait list, same as my mom was before she died from end stage breast cancer that had metastasized to her lungs/spine.""",chemotherapy
738,"b""@erislovesmovies maybe melbourne is better prepared than where we are. i'm in western sydney and we definitely have the worst wait times in the state. i'm just so glad my surgery is all over and done with before this all came up but my mum just got diagnosed with breast cancer and is""",stearate
739,"b""@gabbiehanna i gotta bring my 66 y/o 2 time breast cancer survivor mother sanitation stuff bc she doesnt have anything and cant afford anything. i'm actually giving her majority of my supplies that i was so lucky i just had. \n\nthe fear of losing her is daunting.""",femara
740,"b'@noradaexploraa i am worried about contracting it, but i am very concerned for my 83 yr mother with breathing issues, my 89 yr great uncle who is in an assisted living facility with alzheimer's, my 53 yr best friend who has metastatic breast cancer and everyone everywhere in similar situations.'",biosimilars
741,"b""@cyberhibby as you're aware, my wife has m.s. she also has a stoma. she had her lymph nodes removed around 14yr ago due to breast cancer so her immune system is severely depleted.\nwe've discussed 'self-isolation' in case i carry anything.\ngrandson (who lives with us) has been kept off...""",cisplatin
742,"b'@vicderbyshire @alexlgatenby i got through chemo, 4 surgeries and radiotherapy for breast cancer just fine. then i had trouble sleeping because of my menopause symptoms (induced menopause because i have secondary in my bones). i asked for a sleeping aid. they gave me antidepressants...(1/2)'",chemotherapy
743,"b'@vicderbyshire @alexlgatenby i got through chemo, 4 surgeries and radiotherapy for breast cancer just fine. then i had trouble sleeping because of my menopause symptoms (induced menopause because i have secondary in my bones). i asked for a sleeping aid. they gave me antidepressants...(1/2)'",chemotherapy
744,"b""@yetipasta it is! but my mom had breast cancer so my sister and i started having them early. they now have one where they don't have to smush them for the test but it's not covered by my insurance...""",stearate
745,"b'@just_dave__ @piersmorgan well if you want score points... after having half my breast removed with breast cancer last august then chemo for six months &amp; then radiotherapy for three and half weeks everyday ,,, !! your comments and opinions really mean nothing to me. go away,,!'",chemotherapy
746,"b'@just_dave__ @piersmorgan well if you want score points... after having half my breast removed with breast cancer last august then chemo for six months &amp; then radiotherapy for three and half weeks everyday ,,, !! your comments and opinions really mean nothing to me. go away,,!'",chemotherapy
